run,champion,runner_up
1440,Argentina,Spain
1441,Argentina,France
1442,Argentina,France
1443,England,Spain
1444,Argentina,France
1445,France,England
1446,France,Argentina
1447,France,Argentina
1448,Argentina,Spain
1449,Argentina,Spain
1450,England,France
1451,Argentina,France
1452,Argentina,Spain
1453,Argentina,Spain
1454,Argentina,Spain
1455,Argentina,France
1456,France,Argentina
1457,France,Argentina
1458,Argentina,Spain
1459,France,Argentina
1460,France,Argentina
1461,Argentina,France
1462,Argentina,France
1463,Argentina,Spain
1464,France,Argentina
1465,Argentina,France
1466,Argentina,France
1467,Spain,England
1468,Argentina,France
1469,France,Argentina
1470,England,France
1471,Argentina,France
1472,France,England
1473,France,Argentina
1474,Argentina,Spain
1475,France,Argentina
1476,France,England
1477,Spain,Argentina
1478,Argentina,Spain
1479,France,Argentina
1480,Argentina,France
1481,Spain,England
1482,Argentina,France
1483,Argentina,France
1484,Argentina,Spain
1485,France,England
1486,Argentina,France
1487,Argentina,France
1488,France,Argentina
1489,Spain,Argentina
1490,Argentina,Spain
1491,Argentina,France
1492,Argentina,France
1493,Argentina,Spain
1494,Argentina,Spain
1495,France,Argentina
1496,Argentina,France
1497,Spain,Argentina
1498,Argentina,France
1499,Argentina,France
1500,Argentina,France
1501,France,England
1502,Argentina,France
1503,Argentina,France
1504,Spain,England
1505,France,Argentina
1506,Spain,Argentina
1507,Argentina,France
1508,Argentina,Spain
1509,Argentina,Spain
1510,Argentina,Spain
1511,France,Argentina
1512,Spain,Argentina
1513,France,England
1514,Spain,Argentina
1515,France,Argentina
1516,Spain,Argentina
1517,England,Spain
1518,Argentina,France
1519,England,Spain
1520,Spain,Argentina
1521,Argentina,Spain
1522,Spain,England
1523,Argentina,Spain
1524,Argentina,France
1525,France,Argentina
1526,England,France
1527,Argentina,Spain
1528,Argentina,Spain
1529,Argentina,Spain
1530,Argentina,France
1531,Argentina,France
1532,France,Argentina
1533,Argentina,France
1534,Argentina,Spain
1535,France,Argentina
1536,Argentina,France
1537,Argentina,France
1538,France,Argentina
1539,Argentina,France
1540,Argentina,France
1541,Spain,England
1542,Spain,Argentina
1543,Argentina,France
1544,Argentina,France
1545,Argentina,France
1546,France,Argentina
1547,France,Argentina
1548,Argentina,France
1549,Argentina,France
1550,Spain,Argentina
1551,Argentina,France
1552,Spain,England
1553,Argentina,France
1554,France,England
1555,France,Argentina
1556,Spain,Argentina
1557,France,England
1558,Spain,England
1559,England,France
1560,England,Spain
1561,Spain,Argentina
1562,Argentina,France
1563,Spain,Argentina
1564,Argentina,Spain
1565,Argentina,Spain
1566,Argentina,France
1567,France,Argentina
1568,France,Argentina
1569,France,Argentina
1570,Argentina,Spain
1571,Spain,Argentina
1572,Argentina,France
1573,Argentina,France
1574,France,Argentina
1575,France,Argentina
1576,Spain,Argentina
1577,Spain,Argentina
1578,Argentina,Spain
1579,England,France
1580,Argentina,France
1581,France,England
1582,Argentina,France
1583,Argentina,France
1584,Argentina,France
1585,Argentina,France
1586,Argentina,France
1587,Argentina,France
1588,Argentina,France
1589,Argentina,France
1590,Spain,Argentina
1591,France,England
1592,France,England
1593,Argentina,Spain
1594,Argentina,Spain
1595,Argentina,Spain
1596,Argentina,France
1597,Argentina,France
1598,France,Argentina
1599,Argentina,France
1600,France,Argentina
1601,Argentina,France
1602,Argentina,France
1603,Argentina,Spain
1604,Argentina,France
1605,Argentina,France
1606,Argentina,France
1607,Argentina,France
1608,France,Argentina
1609,Argentina,France
1610,Argentina,Spain
1611,Argentina,Spain
1612,France,England
1613,Argentina,France
1614,Argentina,France
1615,England,France
1616,France,Argentina
1617,Spain,Argentina
1618,Argentina,France
1619,Spain,England
1620,France,Argentina
1621,Spain,Argentina
1622,Argentina,France
1623,Spain,Argentina
1624,Argentina,Spain
1625,Argentina,France
1626,France,Argentina
1627,Spain,Argentina
1628,Spain,Argentina
1629,Argentina,Spain
1630,Argentina,France
1631,Argentina,France
1632,Argentina,France
1633,Spain,Argentina
1634,Argentina,France
1635,Spain,Argentina
1636,Spain,Argentina
1637,Argentina,France
1638,Argentina,France
1639,Argentina,Spain
1640,France,Argentina
1641,Spain,Argentina
1642,Argentina,France
1643,Argentina,France
1644,Argentina,Spain
1645,Argentina,France
1646,Argentina,Spain
1647,Argentina,France
1648,Argentina,France
1649,Argentina,Spain
1650,France,Argentina
1651,Spain,Argentina
1652,Spain,Argentina
1653,Spain,Argentina
1654,France,Argentina
1655,France,Argentina
1656,Argentina,France
1657,Argentina,France
1658,Argentina,Spain
1659,Argentina,France
1660,Spain,Argentina
1661,France,Argentina
1662,Argentina,Spain
1663,England,France
1664,Argentina,Spain
1665,Argentina,France
1666,France,Argentina
1667,Spain,Argentina
1668,Argentina,France
1669,Argentina,Spain
1670,France,Argentina
1671,Spain,Argentina
1672,Argentina,France
1673,Argentina,France
1674,Argentina,Spain
1675,Spain,Argentina
1676,Spain,England
1677,Spain,England
1678,Argentina,Spain
1679,Argentina,France
1680,France,Argentina
1681,Argentina,France
1682,France,Argentina
1683,Argentina,Spain
1684,England,France
1685,Argentina,France
1686,Spain,England
1687,France,Argentina
1688,Argentina,Spain
1689,Argentina,France
1690,Argentina,France
1691,France,Argentina
1692,France,Argentina
1693,Argentina,Spain
1694,England,France
1695,Argentina,France
1696,Argentina,Spain
1697,Spain,Argentina
1698,Argentina,Spain
1699,Argentina,Spain
1700,France,Argentina
1701,Argentina,Spain
1702,Argentina,France
1703,Argentina,Spain
1704,Spain,Argentina
1705,Argentina,Spain
1706,Argentina,France
1707,Argentina,France
1708,France,England
1709,Argentina,France
1710,France,Argentina
1711,Argentina,France
1712,France,England
1713,Argentina,Spain
1714,France,Argentina
1715,Argentina,Spain
1716,Argentina,Spain
1717,France,Argentina
1718,France,England
1719,Spain,Argentina
1720,Spain,Argentina
1721,Argentina,France
1722,France,Argentina
1723,Argentina,France
1724,Spain,England
1725,France,Argentina
1726,Argentina,France
1727,England,France
1728,France,Argentina
1729,Argentina,France
1730,Spain,Argentina
1731,Argentina,Spain
1732,Argentina,France
1733,France,Argentina
1734,France,Argentina
1735,England,France
1736,France,England
1737,Argentina,France
1738,France,Argentina
1739,France,Argentina
1740,France,Argentina
1741,Argentina,France
1742,France,England
1743,Argentina,France
1744,Argentina,France
1745,Spain,Argentina
1746,France,Argentina
1747,France,Argentina
1748,Argentina,France
1749,England,France
1750,France,England
1751,Argentina,Spain
1752,Argentina,Spain
1753,Argentina,France
1754,France,Argentina
1755,Argentina,France
1756,Argentina,Spain
1757,Argentina,Spain
1758,Argentina,France
1759,Argentina,Spain
1760,Argentina,Spain
1761,France,Argentina
1762,Spain,Argentina
1763,Argentina,Spain
1764,Argentina,Spain
1765,Spain,Argentina
1766,France,England
1767,Spain,Argentina
1768,Argentina,France
1769,France,Argentina
1770,France,Argentina
1771,Argentina,Spain
1772,Argentina,France
1773,England,France
1774,Spain,England
1775,Argentina,France
1776,Argentina,France
1777,Spain,Argentina
1778,Argentina,France
1779,Spain,Argentina
1780,England,France
1781,Spain,Argentina
1782,Argentina,Spain
1783,Argentina,France
1784,Argentina,Spain
1785,Argentina,Spain
1786,Argentina,France
1787,England,France
1788,Argentina,Spain
1789,Spain,Argentina
1790,France,Argentina
1791,Argentina,Spain
1792,France,Argentina
1793,Argentina,Spain
1794,Spain,Argentina
1795,Spain,England
1796,Argentina,France
1797,Argentina,France
1798,France,Argentina
1799,France,Argentina
1800,Argentina,Spain
1801,Argentina,France
1802,France,Argentina
1803,Argentina,Spain
1804,Argentina,France
1805,England,France
1806,Argentina,France
1807,France,Argentina
1808,Argentina,Spain
1809,Argentina,Spain
1810,Argentina,France
1811,France,Argentina
1812,Argentina,Spain
1813,England,France
1814,Argentina,Spain
1815,France,Argentina
1816,France,Argentina
1817,Spain,Argentina
1818,Spain,Argentina
1819,Spain,Argentina
1820,Spain,England
1821,England,Spain
1822,Spain,England
1823,France,Argentina
1824,Argentina,Spain
1825,Argentina,France
1826,Spain,Argentina
1827,France,Argentina
1828,Argentina,Spain
1829,Argentina,France
1830,France,Argentina
1831,France,Argentina
1832,Spain,Argentina
1833,Argentina,France
1834,Argentina,France
1835,Argentina,France
1836,Spain,Argentina
1837,France,Argentina
1838,France,Argentina
1839,France,England
1840,Argentina,France
1841,Argentina,Spain
1842,Argentina,France
1843,Argentina,Spain
1844,Argentina,France
1845,Argentina,Spain
1846,England,France
1847,Argentina,France
1848,Argentina,France
1849,Argentina,Spain
1850,France,England
1851,Argentina,France
1852,Argentina,France
1853,France,Argentina
1854,Argentina,France
1855,France,Argentina
1856,France,Argentina
1857,Argentina,France
1858,England,France
1859,Argentina,Spain
1860,Spain,Argentina
1861,Argentina,Spain
1862,Argentina,France
1863,Argentina,Spain
1864,Spain,England
1865,Argentina,Spain
1866,Argentina,Spain
1867,Argentina,France
1868,France,Argentina
1869,Argentina,Spain
1870,France,Argentina
1871,Spain,Argentina
1872,Argentina,France
1873,France,Argentina
1874,Spain,Argentina
1875,Argentina,Spain
1876,Argentina,France
1877,France,Argentina
1878,France,Argentina
1879,Spain,England
1880,Argentina,France
1881,France,Argentina
1882,Spain,England
1883,Argentina,France
1884,Spain,Argentina
1885,Argentina,France
1886,Argentina,France
1887,France,Argentina
1888,France,Argentina
1889,Argentina,Spain
1890,Spain,Argentina
1891,Argentina,France
1892,Argentina,France
1893,France,Argentina
1894,Argentina,France
1895,France,England
1896,Argentina,Spain
1897,Argentina,France
1898,Spain,Argentina
1899,Spain,Argentina
1900,Spain,England
1901,Argentina,Spain
1902,Spain,Argentina
1903,Argentina,Spain
1904,Spain,Argentina
1905,Argentina,France
1906,England,France
1907,England,France
1908,Argentina,Spain
1909,France,Argentina
1910,Argentina,France
1911,Argentina,Spain
1912,Argentina,Spain
1913,Argentina,France
1914,Argentina,Spain
1915,Argentina,France
1916,Spain,Argentina
1917,Argentina,France
1918,France,Argentina
1919,France,Argentina
1920,Argentina,France
1921,Argentina,Spain
1922,France,Argentina
1923,Argentina,Spain
1924,France,Argentina
1925,Argentina,France
1926,England,Spain
1927,Argentina,Spain
1928,Argentina,France
1929,Argentina,Spain
1930,Spain,Argentina
1931,Argentina,France
1932,Argentina,France
1933,Argentina,France
1934,Argentina,Spain
1935,Argentina,Spain
1936,Argentina,France
1937,Argentina,France
1938,France,Argentina
1939,Argentina,France
1940,Argentina,Spain
1941,France,Argentina
1942,Argentina,Spain
1943,Spain,Argentina
1944,Argentina,France
1945,Argentina,France
1946,France,Argentina
1947,Argentina,France
1948,Argentina,France
1949,England,France
1950,Spain,Argentina
1951,England,France
1952,Argentina,Spain
1953,France,Argentina
1954,Argentina,Spain
1955,Argentina,France
1956,Argentina,France
1957,France,England
1958,Argentina,France
1959,France,Argentina
1960,Argentina,France
1961,Spain,Argentina
1962,Argentina,France
1963,Argentina,France
1964,France,Argentina
1965,England,Spain
1966,England,France
1967,England,France
1968,Argentina,France
1969,Spain,Argentina
1970,Spain,England
1971,Argentina,France
1972,Argentina,Spain
1973,France,Argentina
1974,Argentina,Spain
1975,Argentina,France
1976,England,Spain
1977,France,Argentina
1978,France,Argentina
1979,Argentina,France
1980,Spain,Argentina
1981,Spain,England
1982,France,Argentina
1983,Argentina,Spain
1984,France,England
1985,Spain,Argentina
1986,Spain,Argentina
1987,France,Argentina
1988,Argentina,Spain
1989,Argentina,France
1990,France,England
1991,Spain,Argentina
1992,Spain,Argentina
1993,Argentina,Spain
1994,Argentina,Spain
1995,France,England
1996,Spain,Argentina
1997,Argentina,Spain
1998,Argentina,Spain
1999,Argentina,Spain
2000,France,England
2001,France,England
2002,Argentina,Spain
2003,Argentina,Spain
2004,France,Argentina
2005,Argentina,France
2006,Argentina,Spain
2007,England,Spain
2008,Spain,Argentina
2009,France,Argentina
2010,France,Argentina
2011,Argentina,France
2012,Spain,Argentina
2013,France,Argentina
2014,Argentina,Spain
2015,France,Argentina
2016,Argentina,France
2017,France,Argentina
2018,France,England
2019,Argentina,France
2020,Spain,Argentina
2021,Argentina,France
2022,France,Argentina
2023,France,Argentina
2024,Argentina,France
2025,France,Argentina
2026,France,Argentina
2027,France,Argentina
2028,Argentina,France
2029,Argentina,France
2030,France,England
2031,Spain,Argentina
2032,Argentina,France
2033,France,Argentina
2034,Argentina,Spain
2035,Spain,Argentina
2036,France,Argentina
2037,Argentina,France
2038,Argentina,France
2039,France,Argentina
2040,Argentina,France
2041,France,England
2042,France,England
2043,Argentina,France
2044,Spain,Argentina
2045,France,Argentina
2046,France,Argentina
2047,England,France
2048,Argentina,Spain
2049,Argentina,France
2050,Spain,Argentina
2051,France,Argentina
2052,France,England
2053,Argentina,Spain
2054,Argentina,France
2055,Argentina,Spain
2056,Argentina,France
2057,Argentina,France
2058,Argentina,France
2059,Argentina,France
2060,Argentina,France
2061,Argentina,Spain
2062,Argentina,Spain
2063,Spain,Argentina
2064,France,Argentina
2065,France,Argentina
2066,Argentina,France
2067,France,Argentina
2068,Argentina,France
2069,England,France
2070,Argentina,France
2071,Spain,Argentina
2072,France,Argentina
2073,France,Argentina
2074,France,England
2075,France,Argentina
2076,Argentina,France
2077,France,Argentina
2078,France,England
2079,Argentina,Spain
2080,Spain,Argentina
2081,Spain,Argentina
2082,Argentina,Spain
2083,France,Argentina
2084,Argentina,France
2085,Spain,Argentina
2086,Argentina,France
2087,England,France
2088,France,Argentina
2089,Spain,England
2090,Argentina,France
2091,England,France
2092,Argentina,France
2093,France,Argentina
2094,England,France
2095,Argentina,France
2096,Argentina,France
2097,Argentina,Spain
2098,Argentina,France
2099,Argentina,Spain
2100,Argentina,France
2101,France,Argentina
2102,Spain,Argentina
2103,Argentina,Spain
2104,Argentina,Spain
2105,Argentina,France
2106,France,Argentina
2107,France,Argentina
2108,Argentina,Spain
2109,Spain,Argentina
2110,Argentina,France
2111,France,Argentina
2112,France,Argentina
2113,Argentina,Spain
2114,Spain,Argentina
2115,Argentina,Spain
2116,Argentina,France
2117,Argentina,Spain
2118,France,Argentina
2119,Argentina,Spain
2120,Argentina,France
2121,France,Argentina
2122,Argentina,France
2123,Spain,Argentina
2124,Spain,Argentina
2125,Argentina,France
2126,Argentina,France
2127,Argentina,Spain
2128,France,Argentina
2129,France,Argentina
2130,France,Argentina
2131,Argentina,France
2132,Argentina,Spain
2133,Spain,Argentina
2134,France,Argentina
2135,Spain,Argentina
2136,Spain,Argentina
2137,Argentina,Spain
2138,Argentina,France
2139,Argentina,France
2140,Argentina,France
2141,Spain,England
2142,Argentina,France
2143,Argentina,France
2144,Argentina,France
2145,France,Argentina
2146,Argentina,Spain
2147,Argentina,Spain
2148,Argentina,France
2149,Argentina,France
2150,Argentina,France
2151,Argentina,France
2152,Argentina,France
2153,Argentina,Spain
2154,Argentina,Spain
2155,Argentina,Spain
2156,Argentina,Spain
2157,Argentina,Spain
2158,England,France
2159,France,Argentina
2160,Argentina,Spain
2161,Argentina,Spain
2162,France,Argentina
2163,Argentina,Spain
2164,Argentina,Spain
